name,calories,protein,fat,carbohydrate,fiber,sugars,sodium,cholesterol,vitamin_c,calcium,category
"Beef, slow roasted, cooked, separable lean and fat, eye round, imported, New Zealand",168,29.49,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, fast roasted, cooked, separable lean and fat, cube roll, imported, New Zealand",286,27.79,19.45,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Beef, braised, cooked, separable lean and fat, chuck eye roll, imported, New Zealand",252,29.92,14.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Cereals ready-to-eat, Bite Size, Maple & Brown Sugar, FROSTED MINI-WHEATS, KELLOGG'S",351,8.7,1.5,84.7,10.3,22.7,0.0,0.0,0.0,0.0,High-Fiber
"Babyfood, multigrain cereal and added iron fortified, with fruit, whole milk, yogurt",92,3.05,3.08,13.0,0.6,11.46,0.0,0.0,0.0,0.0,Balanced
"Fast foods, turkey breast on white bread with lettuce and tomato, submarine sandwich",147,9.12,2.31,22.42,1.3,3.09,0.0,0.0,0.0,0.0,Balanced
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, steak, top round, round",129,23.13,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Toaster Pastries, Frosted brown sugar cinnamon, KELLOGG'S LOW FAT POP TARTS, KELLOGG",366,4.7,5.9,73.7,5.5,30.5,0.0,0.0,0.0,0.0,High-Fiber
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, chuck eye steak",160,21.31,8.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, chuck eye steak",143,21.28,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, unheated, separable lean only, boneless, whole, ham with natural juices, cured",111,19.44,3.21,1.03,0.0,1.03,0.0,0.0,0.0,0.0,Low-Carb
"Candies, candy bar, soft nougats, peanut butter, milk chocolate, REESE's Fast Break",495,8.93,23.21,63.9,3.6,53.57,0.0,0.0,0.0,0.0,Balanced
"Oil, multiuse for non-dairy butter flavor, soy (partially hydrogenated), industrial",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, foreshank, domestic",201,18.91,13.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Bagels, without calcium propionate (includes onion, poppy, sesame), enriched, plain",275,10.5,1.6,53.4,2.3,0.0,0.0,0.0,0.0,0.0,Balanced
"Margarine-like, with added vitamin D, with salt, tub, 60% fat, vegetable oil spread",533,0.17,59.81,0.86,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Pork, roasted, cooked, separable lean and fat, bone-in, blade (roasts), loin, fresh",254,24.29,16.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Lima beans, without salt, drained, boiled, cooked, fordhook, frozen, immature seeds",103,6.07,0.34,19.32,5.3,1.34,0.0,0.0,0.0,0.0,High-Fiber
"Pork, raw, separable lean and fat, boneless, sirloin (chops or roasts), loin, fresh",133,22.49,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, roasted, cooked, separable lean only, boneless, sirloin (roasts), loin, fresh",178,30.39,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"English muffins, without calcium propionate (includes sourdough), unenriched, plain",235,7.7,1.8,46.0,2.7,0.0,0.0,0.0,0.0,0.0,Balanced
"Chickpeas (garbanzo beans, bengal gram), without salt, boiled, cooked, mature seeds",164,8.86,2.59,27.42,7.6,4.8,0.0,0.0,0.0,0.0,High-Fiber
"Milk, with added vitamin A and vitamin D, reduced fat, commercial, fluid, chocolate",76,2.99,1.9,12.13,0.7,9.55,0.0,0.0,0.0,0.0,Balanced
"Cake, with added fiber, low-fat, chocolate with frosting, creme-filled, snack cakes",409,3.71,13.0,69.37,14.9,33.42,0.0,0.0,0.0,0.0,High-Fiber
"CONTINENTAL MILLS, dry, Artificially Flavored, KRUSTEAZ Almond Poppyseed Muffin Mix",418,5.6,10.3,75.6,1.7,40.0,0.0,0.0,0.0,0.0,Balanced
"Cereals, with salt, cooked with water, enriched, quick, regular, yellow, corn grits",65,1.23,0.39,13.86,0.7,0.09,0.0,0.0,0.0,0.0,Balanced
"Babyfood, multigrain cereal and added DHA fortified, with fruit, whole milk, yogurt",98,3.4,3.53,13.22,0.3,11.46,0.0,0.0,0.0,0.0,Balanced
"Infant formula, ready-to-feed, ADVANCE with iron, ISOMIL, SIMILAC, ABBOTT NUTRITION",66,1.61,3.59,6.7,0.0,6.7,0.0,0.0,0.0,0.0,Low-Carb
"Pork, unheated, separable lean and fat, bone-in, rump, ham and water product, cured",179,16.09,12.13,1.35,0.0,0.88,0.0,0.0,0.0,0.0,Low-Carb
"Squash, with salt, drained, boiled, cooked, frozen, includes skin, zucchini, summer",14,1.15,0.13,2.97,1.3,1.69,0.0,0.0,0.0,0.0,Low-Carb
"Potatoes, unprepared, frozen, salt not added in processing, steak cut, french fried",138,2.4,3.42,24.31,2.4,0.21,0.0,0.0,0.0,0.0,Balanced
"Beef, fast roasted, cooked, separable lean only, bolar blade, imported, New Zealand",193,33.53,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, raw, separable lean only, boneless, center rib (chops or roasts), loin, fresh",152,21.8,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, steak, flank",237,28.02,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Lamb, fast roasted, cooked, separable lean only, loin saddle, imported, New Zealand",162,25.53,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, unheated, separable lean only, bone-in, shank, ham with natural juices, cured",130,25.11,3.33,0.3,0.0,0.3,0.0,0.0,0.0,0.0,High-Protein
"Pork, unheated, separable lean only, bone-in, slice, ham with natural juices, cured",123,24.34,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beverages, E, C, with added vitamins A, 100% juice, vegetable and fruit juice blend",46,0.3,0.01,11.15,0.0,10.37,0.0,0.0,0.0,0.0,Balanced
"Pork, broiled, cooked, separable lean only, boneless, top loin (chops), loin, fresh",173,27.58,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, braised, cooked, separable lean only, boneless, top loin (chops), loin, fresh",170,30.54,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, flat half, brisket",127,21.57,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, foreshank, domestic",201,18.91,13.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Snacks, made with enriched masa flour, barbecue-flavor, chips, extruded, corn-based",523,7.0,32.7,56.2,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Pork, roasted, cooked, separable lean only, boston (roasts), blade, shoulder, fresh",232,24.21,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, broiled, cooked, separable lean only, boston (steaks), blade, shoulder, fresh",227,26.74,12.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, fast fried, cooked, separable lean and fat, tenderloin, imported, New Zealand",202,29.26,9.35,0.27,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, steak, top sirloin",131,22.09,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Potatoes, as purchased, frozen, salt added in processing, steak fries, french fried",133,2.19,3.39,23.51,1.9,0.2,0.0,0.0,0.0,0.0,Balanced
"Lamb, fast fried, cooked, separable lean and fat, tenderloin, imported, New Zealand",157,27.87,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Snacks, with vitamin C, berry flavored, BETTY CROCKER Fruit Roll Ups, GENERAL MILLS",373,0.1,3.5,85.2,0.0,38.7,0.0,0.0,0.0,0.0,Balanced
"Snacks, unsalted, made with partially hydrogenated soybean oil, plain, potato chips",536,7.0,34.6,52.9,4.8,0.0,0.0,0.0,0.0,0.0,Balanced
"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, steak, flank",194,27.82,8.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean only, steak, flank",178,27.96,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, raw, separable lean and fat, bone-in, sirloin (chops or roasts), loin, fresh",168,20.48,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, roasted, cooked, separable lean only, bone-in, sirloin (roasts), loin, fresh",204,27.78,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"KELLOGG'S, Ice Cream Shoppe Frosted Ice Creme Sandwich Toaster Pastries, POP-TARTS",390,4.6,10.9,69.4,3.5,23.5,0.0,0.0,0.0,0.0,Balanced
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, whole, brisket",251,18.42,19.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Infant formula, powder, LIPIL, Toddler, GENTLEASE, ENFAGROW, ENFAMIL, MEAD JOHNSON",494,12.9,26.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,Balanced
"Yogurt, sweetened with low-calorie sweetener, nonfat milk, vanilla or lemon flavor",43,3.86,0.18,7.5,0.0,7.5,0.0,0.0,0.0,0.0,Low-Carb
"Beverages, zero calories, pomegranate with anti-oxidants, yumberry, bottled, water",5,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Pork, broiled, cooked, separable lean and fat, bone-in, blade (chops), loin, fresh",231,23.72,14.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Pork, broiled, cooked, separable lean only, boneless, sirloin (chops), loin, fresh",161,28.6,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, braised, cooked, separable lean only, boneless, sirloin (chops), loin, fresh",163,28.75,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, fast fried, cooked, separable lean and fat, striploin, imported, New Zealand",301,24.89,22.33,0.02,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Beef, braised, cooked, separable lean and fat, oyster blade, imported, New Zealand",197,29.79,8.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, steak, tenderloin",153,22.12,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Cake, with added fiber, low-fat, with icing or filling, not chocolate, snack cakes",412,3.71,11.14,74.3,14.9,29.71,0.0,0.0,0.0,0.0,High-Fiber
"Potatoes, as purchased, frozen, salt added in processing, shoestring, french fried",167,2.16,6.24,25.59,2.3,0.2,0.0,0.0,0.0,0.0,Balanced
"Beef, boiled, cooked, kidney, variety meats and by-products, imported, New Zealand",157,27.28,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Corn, without salt, drained, boiled, cooked, kernels on cob, frozen, yellow, sweet",94,3.11,0.74,22.33,2.8,3.59,0.0,0.0,0.0,0.0,Balanced
"Pork, unheated, separable lean and fat, boneless, whole, ham -- water added, cured",121,17.06,5.38,1.42,0.0,1.42,0.0,0.0,0.0,0.0,Low-Carb
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",214,19.92,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",189,20.68,11.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Lamb, fast fried, cooked, separable lean and fat, loin chop, imported, New Zealand",332,21.5,27.11,0.41,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Chicken, braised, cooked, with added solution, meat and skin, drumstick, dark meat",183,21.55,10.71,0.13,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Chicken, roasted, cooked, with added solution, meat and skin, drumstick, dark meat",180,24.72,9.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Orange juice, with added calcium and vitamin D, includes from concentrate, chilled",47,0.68,0.12,11.27,0.3,8.31,0.0,0.0,0.0,0.0,Balanced
"Pork, roasted, extra lean (approximately 5% fat), low sodium, boneless, ham, cured",145,20.9,5.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Chicken, braised, cooked, meat only, boneless, skinless, breast, broiler or fryers",157,32.06,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Chicken, grilled, cooked, meat only, boneless, skinless, breast, broiler or fryers",151,30.54,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, unheated, separable lean only, bone-in, rump, ham with natural juices, cured",122,22.71,3.47,0.43,0.0,0.43,0.0,0.0,0.0,0.0,High-Protein
"Pork, raw, separable lean only, bone-in, center rib (chops or roasts), loin, fresh",136,21.79,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, blade roast, chuck",265,16.98,21.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, blade roast, chuck",230,17.37,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Margarine, includes regular and hydrogenated corn and soybean oils, stick, 80% fat",717,0.16,80.71,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Turkey from whole, roasted, cooked, with added solution, meat and skin, light meat",157,26.52,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Oil, roasting nuts, oil sprays, principal uses candy coatings, coconut, industrial",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Lamb, broiled, cooked, separable lean and fat, loin, frozen, imported, New Zealand",315,23.43,23.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Oil, non-dairy, used for whipped toppings, palm kernel (hydrogenated) , industrial",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"USDA Commodity, drained, light syrup, canned, mixed fruit (peaches, pears, grapes)",57,0.46,0.1,14.65,1.6,11.25,0.0,0.0,0.0,0.0,Balanced
"Pork, unheated, separable lean only, boneless, whole, ham and water product, cured",116,14.07,4.86,4.22,0.0,4.22,0.0,0.0,0.0,0.0,Low-Carb
"Pork, braised, cooked, separable lean and fat, bone-in, blade (chops), loin, fresh",255,26.54,15.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"PREGO Pasta, ready-to-serve, Chunky Garden Mushroom and Green Pepper Italian Sauce",69,1.54,2.31,10.0,2.3,7.69,0.0,0.0,0.0,0.0,Low-Carb
"Fast foods, vegetables and ham, large patty; with condiments, cheeseburger; single",286,15.55,18.97,13.01,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Infant formula, ready-to-feed, Toddler, GENTLEASE, ENFAGROW, ENFAMIL, MEAD JOHNSON",66,1.71,3.5,6.9,0.0,6.9,0.0,0.0,0.0,0.0,Low-Carb
"Beef, raw, select, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",221,19.71,15.73,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",252,18.72,19.36,0.64,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Potatoes, oven-heated, frozen, salt added in processing, steak fries, french fried",152,2.57,3.76,26.98,2.6,0.25,0.0,0.0,0.0,0.0,Balanced
"SUBWAY, lettuce and tomato, steak & cheese sub on white bread with American cheese",183,12.29,5.34,21.49,1.2,3.41,0.0,0.0,0.0,0.0,Balanced
"Beef, raw, all grades, trimmed to 1/4"" fat, separable lean only, clod roast, chuck",129,19.63,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Cowpeas (blackeyes), without salt, drained, boiled, cooked, frozen, immature seeds",132,8.49,0.66,23.76,6.4,4.46,0.0,0.0,0.0,0.0,High-Fiber
"Infant formula, with ARA and DHA, ready-to-feed, SIMILAC NEOSURE, ABBOTT NUTRITION",69,1.92,3.77,6.94,0.0,6.9,0.0,0.0,0.0,0.0,Low-Carb
"Shortening, soybean (hydrogenated) palm and cottonseed, special purpose for baking",884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Bagels, with calcium propionate (includes onion, poppy, sesame), unenriched, plain",275,10.5,1.6,53.4,2.3,0.0,0.0,0.0,0.0,0.0,Balanced
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, flat half, brisket",276,17.77,22.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Beef, raw, select, trimmed to 0"" fat, separable lean only, roast, tip round, round",122,21.38,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, flat half, brisket",278,18.12,22.15,0.12,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Turkey, microwaved, frozen, assorted vegetables, mashed potatoes w/gravy, stuffing",128,6.97,3.89,16.32,1.3,4.82,0.0,0.0,0.0,0.0,Balanced
"Cereals ready-to-eat, USDA Commodity Corn and Rice (includes all commodity brands)",378,6.06,1.08,86.85,1.4,10.35,0.0,0.0,0.0,0.0,Balanced
"Pork, unheated, separable lean and fat, bone-in, shank, ham -- water added, cured",167,16.65,11.02,0.66,0.0,0.66,0.0,0.0,0.0,0.0,Low-Carb
"Pork, braised, cooked, separable lean only, bone-in, sirloin (chops), loin, fresh",195,31.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, broiled, cooked, separable lean only, bone-in, sirloin (chops), loin, fresh",174,29.29,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Cereals ready-to-eat, FROSTED MINI-WHEATS Bite Size Strawberry Delight, KELLOGG'S",352,8.7,1.6,84.6,10.2,22.7,0.0,0.0,0.0,0.0,High-Fiber
"Margarine, with added vitamin D, without salt, stick, composite, 80% fat, regular",717,0.16,80.71,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Fast foods, roast beef on white bread with lettuce and tomato, submarine sandwich",156,12.17,2.73,20.34,0.7,3.0,0.0,0.0,0.0,0.0,Balanced
"Pork, roasted, cooked, separable lean only, boneless, blade (roasts), loin, fresh",175,27.58,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Nuts, PLANTERS pistachio blend, salt added, with peanuts, dry roasted, mixed nuts",580,21.95,49.3,22.51,8.1,4.45,0.0,0.0,0.0,0.0,High-Fiber
"PILLSBURY Golden Layer Buttermilk Biscuits, refrigerated dough, Artificial Flavor",307,5.88,13.24,41.18,1.2,5.88,0.0,0.0,0.0,0.0,Balanced
"Potatoes, oven-heated, frozen, salt added in processing, shoestring, french fried",199,2.9,6.76,31.66,2.8,0.31,0.0,0.0,0.0,0.0,Balanced
"Beef, slow roasted, cooked, separable lean only, eye round, imported, New Zealand",164,29.68,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, braised, cooked, separable lean only, chuck eye roll, imported, New Zealand",208,32.08,8.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, fast roasted, cooked, separable lean only, cube roll, imported, New Zealand",239,30.09,13.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Lamb, braised, cooked, separable lean only, boneless, flap, imported, New Zealand",234,27.88,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Squash, without salt, drained, boiled, cooked, crookneck and straightneck, summer",23,1.04,0.39,3.79,1.1,2.48,0.0,0.0,0.0,0.0,Low-Carb
"KELLOGG'S, Ice Cream Shoppe Frosted Vanilla Milkshake Toaster Pastries, POP-TARTS",398,4.0,11.3,70.1,2.7,23.9,0.0,0.0,0.0,0.0,Balanced
"KFC, skin and breading removed, meat only, Drumstick, EXTRA CRISPY, Fried Chicken",170,25.9,7.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beverages, all with morro seeds, variety of brands, unprepared, dry mix, Horchata",413,7.5,7.46,79.05,4.0,38.9,0.0,0.0,0.0,0.0,Balanced
"Chickpeas (garbanzo beans, bengal gram), solids and liquids, canned, mature seeds",88,4.92,1.95,13.49,4.4,0.0,0.0,0.0,0.0,0.0,Balanced
"Turkey, roasted, cooked, with added solution, meat and skin, dark meat from whole",199,25.55,10.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Lamb, raw, separable lean and fat, bone-in, leg chop/steak, imported, New Zealand",206,18.64,14.52,0.13,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Cereals, no salt, prepared with water, QUAKER/MOTHER'S Oat Bran, Oat Bran, QUAKER",43,2.03,0.95,7.49,1.7,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Infant formula, with ARA and DHA, powder, PROSOBEE LIPIL, NEXT STEP, MEAD JOHNSON",480,15.6,21.0,57.1,0.0,56.0,0.0,0.0,0.0,0.0,Balanced
"Apple juice, with added ascorbic acid, undiluted, unsweetened, frozen concentrate",166,0.51,0.37,41.0,0.0,38.83,0.0,0.0,0.0,0.0,Balanced
"PREGO Pasta, ready-to-serve, Onion and Garlic Italian Sauce, Chunky Garden Tomato",72,1.6,2.4,10.4,2.4,8.0,0.0,0.0,0.0,0.0,Balanced
"Soymilk, vitamins A and D, with added calcium, light, chocolate and other flavors",47,2.1,0.64,8.24,0.7,7.13,0.0,0.0,0.0,0.0,Low-Carb
"Infant formula, with ARA and DHA, powder, with iron, LIPIL, ENFAMIL, MEAD JOHNSON",511,10.8,27.0,56.2,0.0,56.0,0.0,0.0,0.0,0.0,Balanced
"Snacks, salted, made with partially hydrogenated soybean oil, plain, potato chips",536,7.0,34.6,52.9,4.8,0.0,0.0,0.0,0.0,0.0,Balanced
"Corn, without salt, drained, boiled, cooked, kernels on cob, frozen, white, sweet",94,3.11,0.74,22.33,2.1,0.0,0.0,0.0,0.0,0.0,Balanced
"Pork, raw, separable lean and fat, blade (steaks), (Boston butt), shoulder, fresh",186,17.42,12.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",139,21.96,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",125,22.26,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, pan-fried, cooked, separable lean only, bone-in, blade (chops), loin, fresh",222,26.38,12.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Infant formula, ready-to-feed, DHA and ARA, with iron, GOOD START SUPREME, NESTLE",66,1.45,3.37,7.39,0.0,5.0,0.0,0.0,0.0,0.0,Low-Carb
"Chicken, braised, cooked, meat and skin, drumstick, dark meat, broilers or fryers",187,22.72,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Seeds, from roasted and toasted kernels (most common type), tahini, sesame butter",595,17.0,53.76,21.19,9.3,0.49,0.0,0.0,0.0,0.0,High-Fiber
"Grape juice, with added ascorbic acid and calcium, unsweetened, canned or bottled",62,0.37,0.13,14.77,0.2,14.2,0.0,0.0,0.0,0.0,Balanced
"Pork, unheated, separable lean and fat, bone-in, slice, ham -- water added, cured",164,15.73,10.77,1.1,0.0,1.1,0.0,0.0,0.0,0.0,Low-Carb
"KFC, skin and breading removed, meat only, Breast, ORIGINAL RECIPE, Fried Chicken",149,26.89,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, boiled, cooked, heart, variety meats and by-products, imported, New Zealand",179,31.29,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",246,19.82,17.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",249,19.37,18.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"CAMPBELL'S Red and White, condensed, GOLDFISH Pasta with Chicken in Chicken Broth",63,2.38,1.59,9.52,0.8,0.79,0.0,0.0,0.0,0.0,Low-Carb
"Beverages, not fortified with vitamin C, less than 3% juice, Fruit flavored drink",64,0.0,0.0,16.03,0.0,15.85,0.0,0.0,0.0,0.0,Balanced
"Pork, separable lean only, unheated, bone-in, shank, ham and water product, cured",113,17.53,4.18,1.2,0.0,1.06,0.0,0.0,0.0,0.0,Low-Carb
"Pork, unheated, separable lean only, bone-in, slice, ham and water product, cured",103,14.47,3.78,2.82,0.0,0.91,0.0,0.0,0.0,0.0,Low-Carb
"Infant formula, with ARA and DHA, powder, GO AND GROW, SIMILAC, ABBOTT NUTRITION",512,15.36,27.65,52.2,0.0,52.2,0.0,0.0,0.0,0.0,Balanced
"KELLOGG'S, Ice Cream Shoppe Frosted Hot Fudge Sundae Toaster Pastries, POP-TARTS",391,4.4,10.8,69.8,3.3,24.7,0.0,0.0,0.0,0.0,Balanced
"Creamy dressing, reduced calorie, made with sour cream and/or buttermilk and oil",160,1.5,14.0,7.0,0.0,5.65,0.0,0.0,0.0,0.0,Low-Carb
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, foreshank, domestic",120,21.08,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Lima beans, with salt, drained, boiled, cooked, fordhook, frozen, immature seeds",103,6.07,0.34,19.32,5.3,1.34,0.0,0.0,0.0,0.0,High-Fiber
"Lamb, braised, cooked, separable lean and fat, fore-shank, imported, New Zealand",256,30.35,14.99,0.03,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Potatoes, whole milk and margarine, without milk, prepared from granules, mashed",108,2.05,4.93,14.4,2.2,0.0,0.0,0.0,0.0,0.0,Balanced
"Pork, roasted, cooked, separable lean only, bone-in, blade (roasts), loin, fresh",217,25.7,11.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, tip round, round",178,19.74,10.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, tip round, round",199,19.48,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Chickpeas (garbanzo beans, bengal gram), with salt, boiled, cooked, mature seeds",164,8.86,2.59,27.42,7.6,4.8,0.0,0.0,0.0,0.0,High-Fiber
"Pork, raw, separable lean only, boneless, sirloin (chops or roasts), loin, fresh",121,22.81,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"English muffins, with calcium propionate (includes sourdough), unenriched, plain",235,7.7,1.8,46.0,2.7,0.0,0.0,0.0,0.0,0.0,Balanced
